s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
Time,L_IAS_X,L_IAS_Y,L_IAS_Z,L_IPS_X,L_IPS_Y,L_IPS_Z,R_IPS_X,R_IPS_Y,R_IPS_Z,R_IAS_X,R_IAS_Y,R_IAS_Z,L_FTC_X,L_FTC_Y,L_FTC_Z,L_FLE_X,L_FLE_Y,L_FLE_Z,L_FME_X,L_FME_Y,L_FME_Z,L_FAX_X,L_FAX_Y,L_FAX_Z,L_TTC_X,L_TTC_Y,L_TTC_Z,L_FAL_X,L_FAL_Y,L_FAL_Z,L_TAM_X,L_TAM_Y,L_TAM_Z,L_FCC_X,L_FCC_Y,L_FCC_Z,L_FM1_X,L_FM1_Y,L_FM1_Z,L_FM2_X,L_FM2_Y,L_FM2_Z,L_FM5_X,L_FM5_Y,L_FM5_Z,R_FTC_X,R_FTC_Y,R_FTC_Z,R_FLE_X,R_FLE_Y,R_FLE_Z,R_FME_X,R_FME_Y,R_FME_Z,R_FAX_X,R_FAX_Y,R_FAX_Z,R_TTC_X,R_TTC_Y,R_TTC_Z,R_FAL_X,R_FAL_Y,R_FAL_Z,R_TAM_X,R_TAM_Y,R_TAM_Z,R_FCC_X,R_FCC_Y,R_FCC_Z,R_FM1_X,R_FM1_Y,R_FM1_Z,R_FM2_X,R_FM2_Y,R_FM2_Z,R_FM5_X,R_FM5_Y,R_FM5_Z
0.29,558.087,631.197,943.224,389.73,541.821,967.242,397.341,461.242,971.103,569.664,389.268,959.401,481.45,684.743,795.128,531.964,674.736,456.155,0,0,0,481.224,677.411,438.449,510.726,643.195,382.459,174.091,625.283,239.07,0,0,0,137.69,571.401,263.457,216.344,599.525,83.1494,0,0,0,175.126,653.562,104.882,556.413,334.377,806.571,623.532,392.437,475.182,0,0,0,608.054,385.544,436.021,643.539,432.42,409.422,536.331,419.043,66.0601,0,0,0,486.778,454.309,47.5975,684.674,468.236,41.4039,0,0,0,649.85,393.88,23.5814
0.3,557.539,630.515,945.766,389.604,541.255,969.287,397.261,460.385,973.664,569.045,388.285,961.186,483.831,683.971,797.51,545.722,673.553,459.767,0,0,0,495.457,676.429,441.191,525.833,641.887,385.974,192.01,623.355,235.649,0,0,0,153.446,569.891,258.635,242.658,598.713,83.1763,0,0,0,200.539,652.851,103.002,553.001,333.763,807.18,612.823,392.361,474.835,0,0,0,596.698,385.589,435.877,631.597,432.577,408.675,520.62,419.326,66.5068,0,0,0,471.124,454.61,48.2611,669.039,468.238,41.2953,0,0,0,633.934,393.901,23.5213
0.31,558.101,629.6,949.211,389.679,540.905,971.396,396.499,460.078,975.797,568.33,387.331,963.069,486.554,683.137,799.851,558.887,672.253,463.889,0,0,0,509.171,675.192,444.273,540.57,640.303,389.851,210.722,622.165,230.664,0,0,0,170.129,568.939,251.582,270.797,597.373,82.2546,0,0,0,227.927,651.706,99.504,549.453,333.103,808.028,601.658,392.279,474.387,0,0,0,584.887,385.495,435.818,619.358,432.495,408.037,505.11,419.635,66.9665,0,0,0,455.484,455.023,49.0307,653.395,468.242,41.2602,0,0,0,617.963,393.895,23.5952
0.32,557.935,628.693,952.028,389.228,540.562,973.694,395.903,459.848,977.965,567.425,386.311,964.913,489.532,682.576,802.208,571.467,670.768,468.231,0,0,0,522.253,673.512,447.285,555.129,638.6,393.79,230.368,621.276,223.943,0,0,0,187.973,568.282,242.602,300.384,595.828,80.4419,0,0,0,256.142,650.216,94.663,545.779,332.584,808.976,590.112,391.947,474.17,0,0,0,572.547,385.233,435.875,606.854,432.124,407.581,489.879,420.277,67.7629,0,0,0,440.042,455.702,49.9835,637.852,468.223,41.2501,0,0,0,602.064,393.968,23.5719
0.33,557.698,627.75,954.513,388.591,540.467,975.799,395.482,459.513,980.011,566.504,385.339,966.694,492.771,681.949,804.493,583.578,669.045,472.549,0,0,0,534.821,671.829,450.269,569.275,636.697,397.91,250.955,620.428,215.622,0,0,0,207.096,567.648,231.93,330.913,594.625,78.0717,0,0,0,286.035,648.979,88.9368,541.663,332.587,809.773,578.016,391.179,474.025,0,0,0,559.978,384.861,436.066,594.215,431.512,407.245,474.395,420.679,68.4177,0,0,0,424.587,456.417,50.9565,622.458,468.036,41.2721,0,0,0,586.198,394.069,23.6448
0.34,557.577,626.923,956.823,388.148,540.47,977.65,394.782,459.528,981.84,565.321,384.552,968.193,495.874,681.445,806.678,595.058,667.084,476.777,0,0,0,546.952,669.95,452.901,583.177,634.696,401.648,272.705,620.178,206.31,0,0,0,227.515,567.082,219.736,362.43,594.402,75.4845,0,0,0,316.644,647.993,82.5593,538.554,331.953,810.902,565.602,390.376,474.135,0,0,0,547.217,384.317,436.425,581.41,430.743,407.092,458.986,421.317,69.2458,0,0,0,409.271,457.45,52.1033,607.116,467.87,41.2953,0,0,0,570.415,394.141,23.6293
0.35,557.3,626.186,958.822,387.596,540.751,979.227,393.943,459.693,983.59,564.074,383.68,969.454,498.574,681.307,808.642,605.927,665.053,481.053,0,0,0,558.638,668.016,455.151,596.438,632.689,405.913,295.57,619.613,195.83,0,0,0,249.227,566.597,206.376,393.904,593.499,71.9168,0,0,0,347.812,647.557,75.9887,535.194,331.667,811.839,553.332,389.415,474.236,0,0,0,534.587,384.008,437.053,568.873,429.951,407.141,443.657,422.137,70.1772,0,0,0,393.978,458.779,53.4875,591.843,467.703,41.3635,0,0,0,554.485,394.334,23.7474
0.36,557.075,625.641,960.61,386.967,541.089,980.563,392.962,460.03,985.193,562.773,383.061,970.435,501.143,680.966,810.462,616.028,662.791,485.077,0,0,0,569.714,665.939,457.145,609.265,630.589,409.765,319.456,619.15,184.511,0,0,0,272.194,566.104,191.933,425.868,593.433,68.0831,0,0,0,379.621,647.756,69.464,531.711,331.333,812.65,541.29,388.4,474.591,0,0,0,522.144,383.648,437.612,556.33,429.091,407.356,428.296,423.073,71.3097,0,0,0,378.663,460.003,55.0583,576.614,467.522,41.4337,0,0,0,538.631,394.592,23.7167
0.37,556.846,625.207,961.994,386.467,541.432,981.609,392.118,460.373,986.571,561.101,382.826,971.022,503.212,680.85,811.975,625.395,660.404,488.981,0,0,0,580.246,664.005,458.85,621.262,628.268,413.593,344.576,618.555,172.478,0,0,0,296.539,565.746,176.717,458.636,593.691,64.0914,0,0,0,412.145,648.188,62.831,528.135,331.03,813.286,529.348,387.669,474.867,0,0,0,509.726,383.369,438.226,544.204,428.465,407.606,412.667,423.475,72.4264,0,0,0,363.376,461.036,56.8456,561.314,467.51,41.5516,0,0,0,522.813,394.819,23.7928
0.38,556.588,624.854,962.946,385.786,541.965,982.266,391.185,460.911,987.68,559.944,382.226,971.669,505.262,680.827,813.308,633.846,657.997,492.525,0,0,0,589.942,661.952,460.344,632.557,625.746,416.829,370.319,618.487,159.81,0,0,0,322.246,565.776,160.977,491.828,594.263,60.1709,0,0,0,445.503,648.897,56.1992,524.156,330.784,813.677,517.773,387.045,475.115,0,0,0,497.767,383.134,438.887,531.864,428.324,406.816,397.424,424.16,73.6296,0,0,0,348.148,461.798,58.708,545.914,467.411,41.5942,0,0,0,506.956,395.04,23.8408
0.39,556.332,624.712,963.365,385.27,542.561,982.65,390.155,461.459,988.406,558.486,381.988,971.887,507.112,680.915,814.389,641.4,655.618,495.726,0,0,0,598.795,659.841,461.503,643.052,623.619,420.125,397.686,618.97,147.861,0,0,0,349.276,566.104,144.892,525.764,595.623,56.7659,0,0,0,479.576,650.05,49.9665,520.281,330.794,813.875,506.717,386.537,475.457,0,0,0,486.021,382.945,439.452,519.977,427.736,407.344,382.122,424.692,74.9181,0,0,0,333.014,462.563,60.5771,530.435,467.361,41.6631,0,0,0,490.715,395.403,23.5393
0.4,556.086,624.683,963.378,384.689,543.25,982.644,389.258,461.898,988.751,557.096,381.774,971.784,508.873,681.043,815.222,647.959,653.253,498.486,0,0,0,606.672,657.828,462.33,652.568,621.615,423.258,425.685,619.795,135.67,0,0,0,377.707,566.99,128.865,560.167,597.287,53.9626,0,0,0,514.319,651.611,44.3954,516.424,330.964,813.693,495.736,386.292,475.48,0,0,0,474.428,382.887,439.777,508.277,427.325,407.312,366.744,425.026,76.29,0,0,0,317.708,463.077,62.5068,514.759,467.206,41.7789,0,0,0,474.817,395.598,23.6297
0.41,555.733,624.726,962.935,384.002,544.036,982.285,388.116,463.013,988.818,555.738,381.712,971.355,511.018,680.759,815.838,653.416,651.051,500.764,0,0,0,613.676,656.198,462.828,661.215,619.813,426.104,454.887,620.872,123.68,0,0,0,407.404,567.971,113.032,594.902,599.125,52.0368,0,0,0,549.706,653.316,39.6218,513.047,331.282,813.431,485.059,386.256,475.405,0,0,0,463.292,382.854,440.11,496.639,427.253,407.188,351.427,425.351,77.7262,0,0,0,302.23,463.6,64.4445,499.029,467.213,41.6661,0,0,0,458.897,395.845,23.6286
0.42,555.46,624.768,962.193,383.581,544.814,981.619,387.249,463.799,988.413,554.411,381.738,970.669,512.013,681.534,816.077,657.782,649.212,502.466,0,0,0,619.71,655.189,462.872,668.719,618.252,428.522,484.753,622.26,112.383,0,0,0,438.351,569.489,97.9252,629.766,600.98,51.2734,0,0,0,585.533,655.249,36.1191,509.709,331.303,812.845,474.779,386.212,475.385,0,0,0,452.335,382.959,440.375,485.092,427.325,406.974,336.153,425.531,79.148,0,0,0,286.895,464.004,66.4943,483.426,467.223,41.6486,0,0,0,443.471,396.268,23.5433
0.43,555.024,624.492,960.942,382.914,545.474,980.576,386.425,464.68,987.704,553.196,381.713,969.588,513.222,681.803,815.825,661.192,647.632,503.493,0,0,0,624.815,654.145,462.201,675.241,616.88,430.595,515.545,623.879,101.992,0,0,0,469.951,571.704,83.8014,664.588,602.745,51.7868,0,0,0,621.6,657.188,34.0333,506.69,331.383,812.012,464.764,386.586,475.08,0,0,0,441.492,383.229,440.391,473.766,427.605,406.728,320.915,425.963,80.6163,0,0,0,271.645,464.449,68.5137,467.816,467.365,41.6282,0,0,0,427.04,396.247,24.0639
0.44,555.206,624.948,959.961,382.177,546.122,979.221,385.623,465.667,986.495,551.935,381.847,968.146,514.066,682.054,815.057,663.525,646.349,503.719,0,0,0,629.552,653.61,461.313,680.691,615.909,432.153,546.778,625.991,93.0287,0,0,0,502.2,574.244,71.2286,698.935,603.976,53.6975,0,0,0,657.607,658.986,33.507,503.376,331.119,810.878,454.915,386.979,474.786,0,0,0,430.889,383.5,440.482,462.568,427.941,406.394,305.822,426.585,82.211,0,0,0,256.377,465.092,70.673,452.206,467.54,41.5781,0,0,0,411.095,396.648,24.338
0.45,555.245,625.113,958.4,381.331,547.053,977.168,384.966,466.618,984.94,550.272,381.785,966.135,514.669,682.286,813.747,664.924,645.346,503.293,0,0,0,632.733,652.994,459.406,685.409,615.272,433.261,578.043,628.287,85.7435,0,0,0,535.055,576.535,60.3751,732.378,604.636,56.8809,0,0,0,693.136,660.432,34.6153,501.412,332.076,809.739,445.117,387.476,474.459,0,0,0,420.28,384.055,440.483,451.515,428.426,405.968,290.662,427.199,83.964,0,0,0,241.284,465.97,72.967,436.584,467.786,41.5339,0,0,0,395.225,397.153,24.577
0.46,555.355,625.336,956.622,381.007,547.92,974.667,384.289,467.572,983.024,549.836,381.964,964.515,515.016,682.291,811.803,665.697,644.422,502.226,0,0,0,635.641,652.44,457.098,689.548,614.876,433.766,608.911,630.414,80.1105,0,0,0,567.129,579.289,51.7467,764.66,604.891,61.3304,0,0,0,727.658,661.271,36.9111,499.06,332.565,808.257,435.596,387.973,473.994,0,0,0,409.921,384.626,440.513,440.787,428.868,405.606,275.42,428.203,85.7625,0,0,0,226.133,467.105,75.4362,421.083,468.115,41.3662,0,0,0,379.242,397.743,24.9098
0.47,555.599,625.592,954.741,380.833,548.9,972.083,383.001,468.92,980.737,549.038,382.175,962.486,515.988,682.246,809.484,666.207,643.49,500.618,0,0,0,638.659,652.049,454.923,693.43,614.367,433.762,638.695,632.158,76.4068,0,0,0,598.182,581.934,45.3806,794.885,604.356,67.1096,0,0,0,760.5,661.46,40.6415,496.715,332.863,806.66,426.514,388.574,473.632,0,0,0,399.975,385.219,440.606,430.324,429.434,405.216,260.453,429.157,87.7114,0,0,0,211.254,468.273,78.1218,405.442,468.539,41.2471,0,0,0,363.248,398.696,25.1457
0.48,556.119,625.93,952.831,380.788,549.732,969.291,382.669,469.954,978.188,548.388,382.36,960.384,515.609,682.228,806.559,666.787,642.325,498.49,0,0,0,642.444,651.845,453.065,697.295,613.382,433.68,666.593,633.535,74.7655,0,0,0,,,,822.842,603.229,74.0038,0,0,0,790.865,661.124,46.1173,494.308,332.955,805.042,417.673,388.402,473.393,0,0,0,390.377,385.905,440.721,420.34,429.97,404.793,245.387,430.206,89.9175,0,0,0,196.367,469.431,81.0543,389.804,468.984,41.131,0,0,0,347.381,399.454,25.4133
0.49,556.737,626.251,950.75,380.903,550.62,966.476,382.46,470.949,975.598,547.798,382.587,958.176,515.715,682.377,803.63,667.52,641.535,496.515,0,0,0,645.517,651.605,450.256,701.174,611.928,433.529,692.163,634.287,74.6293,0,0,0,,,,847.718,601.494,81.7322,0,0,0,818.222,660.179,52.6979,491.783,332.988,803.362,409.426,388.924,472.825,0,0,0,381.419,386.361,440.933,410.992,430.393,404.341,230.635,431.127,92.3391,0,0,0,181.611,470.502,84.3347,374.16,469.462,40.8963,0,0,0,331.328,400.272,25.8545
0.5,557.598,626.567,948.704,381.325,551.707,963.757,382.54,471.971,972.994,547.646,383.126,956.123,515.85,682.861,800.745,668.378,641.146,494.86,0,0,0,648.609,651.683,448.135,704.364,610.712,433.63,714.406,634.667,75.4733,0,0,0,,,,869.057,599.326,89.8411,0,0,0,842.062,658.491,59.388,489.165,333.11,801.674,401.885,389.335,472.189,0,0,0,373.228,386.881,440.97,402.273,430.608,403.65,215.916,431.686,94.9079,0,0,0,167.066,471.206,87.9208,358.444,469.772,40.7776,0,0,0,315.429,400.803,26.3755
0.51,558.583,626.966,946.651,382.221,553.662,961.222,382.728,473.362,970.442,546.854,382.923,953.551,515.988,683.813,798.247,669.247,641.182,493.292,0,0,0,651.598,652.011,446.517,707.067,610.242,433.756,733.27,634.622,76.6116,0,0,0,,,,886.613,596.794,97.763,0,0,0,862.227,656.343,65.8526,486.498,333.244,800.107,395.103,389.545,471.557,0,0,0,366.121,387.027,440.899,394.505,430.75,402.795,201.561,431.876,97.8887,0,0,0,152.705,471.486,92.0182,342.745,470.145,40.691,0,0,0,299.49,401.298,26.8752
0.52,559.714,627.394,944.608,383.854,555.362,958.782,383.146,474.795,967.887,546.513,383.133,951.202,516.695,685.419,796.557,670.421,641.865,491.911,0,0,0,654.11,652.652,445.184,709.621,610.364,433.938,748.134,634.219,77.718,0,0,0,,,,900.096,593.868,104.557,0,0,0,878.212,653.561,71.1506,484.009,333.395,798.677,389.308,389.373,470.774,0,0,0,359.965,387.099,440.599,387.738,430.622,401.614,187.593,431.746,101.164,0,0,0,138.689,471.34,96.6259,327.122,470.431,40.5506,0,0,0,283.689,401.754,27.4898
0.53,561.027,627.904,942.659,385.652,557.85,957.102,384.053,476.218,965.594,546.439,383.553,948.938,518.004,686.859,795.515,672.059,642.536,490.894,0,0,0,656.51,653.193,443.872,712.123,610.715,433.961,759.003,633.596,78.3235,0,0,0,,,,909.597,590.943,108.953,0,0,0,889.923,650.831,74.5052,481.783,333.755,797.329,384.533,389.127,469.873,0,0,0,354.876,387.234,440.091,382.107,430.303,400.214,174.035,431.173,104.951,0,0,0,125.119,470.781,101.876,311.483,470.653,40.5622,0,0,0,268.093,401.943,28.2322
0.54,562.561,628.483,940.945,386.498,559.257,954.983,384.693,478.032,963.388,546.49,383.885,946.775,521.381,689.528,795.141,674.263,642.589,490.143,0,0,0,659.162,653.519,442.644,714.655,610.998,433.613,765.398,632.763,77.9977,0,0,0,,,,915.149,588.164,110.518,0,0,0,897.024,648.019,75.1419,480.128,334.459,796.123,381.015,388.812,468.882,0,0,0,351.054,387.023,439.397,377.629,429.739,398.646,160.794,430.861,109.473,0,0,0,112.139,469.96,107.895,296.024,470.851,40.5854,0,0,0,252.739,402.248,29.1096
0.55,564.281,629.266,939.605,387.679,560.989,952.933,385.62,479.919,961.286,546.935,384.48,944.888,525.496,691.485,794.563,677.477,642.479,490.078,0,0,0,662.173,653.572,441.781,717.398,610.904,432.931,767.454,631.847,76.6559,0,0,0,,,,916.7,585.599,109.206,0,0,0,899.484,645.549,73.4577,479.027,335.601,795.045,378.894,388.32,467.845,0,0,0,348.44,386.705,438.776,374.356,429.03,397.045,148.459,429.924,114.513,0,0,0,99.9106,468.959,114.743,280.803,471.028,40.6146,0,0,0,237.442,402.2,30.4222
0.56,566.172,630.223,938.596,389.064,562.683,951.164,386.76,481.799,959.302,547.765,385.375,943.286,530.102,693.201,794.033,681.237,641.674,490.44,0,0,0,665.703,653.187,441.071,720.411,610.312,431.764,765.501,630.878,74.4146,0,0,0,,,,914.48,583.207,105.136,0,0,0,897.447,643.448,69.6592,478.623,336.869,794.049,378.261,387.808,466.696,0,0,0,347.213,386.299,438.053,372.292,428.236,395.314,136.977,428.787,120.146,0,0,0,88.6158,467.811,122.402,265.695,471.118,40.7317,0,0,0,222.462,402.31,31.7968
0.57,568.254,631.473,937.855,390.76,564.455,949.61,388.396,483.791,957.575,549.039,386.58,941.898,534.69,694.431,793.667,684.969,640.09,491.139,0,0,0,669.483,652.658,440.592,723.011,609.006,430.348,759.808,629.986,71.7335,0,0,0,,,,908.915,580.967,98.4175,0,0,0,891.248,641.616,63.5872,479.223,338.354,793.032,379.219,387.397,465.267,0,0,0,347.301,385.703,437.001,371.35,427.537,393.421,126.286,427.664,126.425,0,0,0,78.282,466.803,130.828,250.821,471.188,40.8358,0,0,0,207.706,402.374,33.3474
0.58,570.469,632.896,937.263,392.525,566.492,948.441,390.226,485.953,956.119,550.693,387.957,940.76,538.907,695.025,793.202,688.546,638.323,491.384,0,0,0,673.026,651.79,440.134,725.093,607.289,428.607,751.445,628.77,69.7366,0,0,0,,,,900.935,579.062,87.6195,0,0,0,881.095,640.197,53.5456,480.729,340.218,791.707,381.59,386.97,463.293,0,0,0,348.657,385.152,435.796,371.557,426.61,391.268,116.589,426.593,133.395,0,0,0,69.3087,465.942,140.093,236.13,471.239,41.0262,0,0,0,193.009,402.477,35.0284
0.59,572.594,634.364,936.873,394.399,568.583,948.118,392.146,488.017,955.129,552.627,389.563,939.655,542.189,695.294,793.061,692.184,636.986,491.251,0,0,0,676.172,651.171,440.397,727.298,605.464,427.347,739.799,627.531,69.7041,0,0,0,,,,891.288,577.975,72.4695,0,0,0,867.596,639.425,42.8991,482.948,342.519,790.113,385.304,386.43,460.961,0,0,0,351.295,384.557,434.405,373.159,425.493,388.713,108.193,425.614,140.849,0,0,0,62.0719,465.364,150.279,221.315,471.286,41.0812,0,0,0,178.458,402.47,36.8574
0.6,574.77,635.953,936.959,396.592,570.871,948.532,393.97,489.813,954.734,554.575,391.474,938.721,544.673,696.588,794.046,695.295,636.084,491.998,0,0,0,679.258,650.117,441.828,728.926,602.721,427.362,728.59,626.83,69.7698,0,0,0,,,,880.19,578.159,64.4699,0,0,0,854.422,640.167,36.6853,486.026,345,788.275,390.98,386.133,458.663,0,0,0,355.811,384.042,432.846,376.794,424.613,385.793,101.821,424.76,149.172,0,0,0,57.2426,465.019,161.546,207.127,471.252,41.1969,0,0,0,164.343,402.458,39.1969
0.61,576.932,637.49,937.724,398.667,572.839,949.298,395.638,491.134,954.685,556.424,393.546,938.07,546.734,698.285,795.129,697.79,635.088,493.009,0,0,0,681.724,649.371,443.346,729.768,600.37,427.65,718.333,626.879,69.5938,0,0,0,,,,869.118,576.831,57.1341,0,0,0,842.448,639.471,31.2585,489.51,347.456,786.673,399.277,385.652,456.073,0,0,0,362.872,383.33,431.421,382.59,422.386,384.203,97.7981,424.398,158.486,0,0,0,55.2544,465.578,174.179,192.812,471.085,41.2208,0,0,0,149.963,402.613,42.1003
0.62,579.107,639.029,939.305,400.454,574.456,950.095,397.238,492.45,954.689,557.996,395.699,937.777,548.293,699.818,796.097,698.918,634.894,493.418,0,0,0,682.482,649.417,443.777,729.403,599.204,427.455,706.952,626.548,68.771,0,0,0,,,,856.088,572.99,49.0953,0,0,0,829.787,639.052,28.205,493.013,349.605,785.43,409.741,384.666,453.231,0,0,0,372.246,382.232,429.774,391.132,420.634,381.669,96.6742,425.334,168.027,0,0,0,56.7498,467.281,187.393,179.66,470.858,42.2418,0,0,0,136.138,403.403,45.9389
0.63,580.926,640.583,941.294,401.992,576.05,950.784,398.644,493.849,954.626,559.407,397.752,937.814,549.621,701.628,797.024,698.47,635.743,492.894,0,0,0,681.391,649.878,443.373,728.012,599.672,426.376,693.849,625.35,68.8197,0,0,0,,,,842.214,569.702,45.1954,0,0,0,815.949,639.059,27.8553,496.355,351.443,784.516,421.432,383.16,450.63,0,0,0,383.192,380.856,428.291,401.315,417.999,379.224,97.7392,426.055,177.853,0,0,0,60.6884,469.262,200.122,169.206,470.916,44.6661,0,0,0,125.575,404.315,51.1168
0.64,582.468,642.102,943.388,403.2,577.559,951.494,399.839,495.31,954.658,560.681,399.649,938.271,550.344,703.664,797.643,696.817,636.612,492.017,0,0,0,678.699,650.567,442.651,725.015,600.725,424.74,679.729,624.657,68.9073,0,0,0,,,,828.364,569.934,42.8661,0,0,0,801.325,640.374,27.0872,499.647,352.943,783.928,433.857,381.442,448.472,0,0,0,394.954,379.671,427.016,412.799,415.512,376.799,101.326,426.981,188.352,0,0,0,67.272,471.379,213.107,160.199,470.934,48.447,0,0,0,117.166,405.179,58.6317
0.65,583.646,643.534,945.337,403.777,578.543,952.65,399.903,496.955,954.947,561.457,401.33,939.042,550.276,705.921,798.675,693.792,638.037,491.396,0,0,0,675.246,651.835,442.892,720.449,602.069,423.379,664.805,624.606,68.9028,0,0,0,,,,813.439,569.633,41.8772,0,0,0,786.204,640.87,26.802,502.993,354.83,783.402,446.846,380.01,446.792,0,0,0,407.655,378.675,425.976,425.456,413.65,374.976,107.175,427.647,198.927,0,0,0,76.2864,473.308,225.759,153.558,471.116,53.9054,0,0,0,111.761,405.794,67.8836
0.66,584.536,644.782,947.322,404.121,579.374,954.42,401.173,498.344,955.841,561.967,402.57,940.098,549.667,707.979,800.477,689.059,639.801,490.676,0,0,0,668.791,653.062,441.776,714.389,603.737,422.437,649.463,624.708,68.9707,0,0,0,,,,798.101,569.451,41.3964,0,0,0,770.644,641.373,26.5937,506.104,356.076,783.197,460.257,378.716,445.479,0,0,0,421.028,377.447,425.157,438.724,412.37,373.852,115.532,428.294,208.835,0,0,0,87.2055,474.728,237.608,150.187,471.656,59.8586,0,0,0,109.306,407.098,78.9302
0.67,585.19,645.883,949.318,404.076,580.104,956.462,401.862,499.446,956.988,562.119,403.233,941.329,548.873,709.836,802.664,682.592,642.092,489.871,0,0,0,661.007,655.194,441.867,706.778,606.05,421.35,633.786,625.053,69.0443,0,0,0,,,,782.556,569.951,41.1089,0,0,0,754.881,642.149,26.4069,509.02,356.95,783.508,473.771,377.258,444.856,0,0,0,434.91,376.189,425.084,452.249,411.233,373.601,125.462,428.614,218.133,0,0,0,99.2707,476.008,248.243,150.308,471.094,65.779,0,0,0,111.268,409.06,89.0788
0.68,585.509,646.72,951.257,404.71,580.783,959.007,402.231,500.236,958.608,562.179,403.887,942.825,547.672,711.225,804.877,674.555,644.524,488.913,0,0,0,651.046,657.106,440.929,697.806,608.876,419.88,617.856,625.432,69.0276,0,0,0,564.832,587.067,43.7264,766.646,570.368,40.913,0,0,0,738.873,642.806,26.2377,511.497,357.776,784.284,486.906,375.992,445.179,0,0,0,448.89,375.019,425.721,465.981,410.275,374.154,136.519,430.303,225.918,0,0,0,111.775,478.149,256.896,156.399,469.194,71.6782,0,0,0,116.942,410.118,98.1168
0.69,585.593,647.499,953.233,405.019,581.518,961.875,402.387,501.047,960.513,562.078,404.455,944.569,546.05,712.422,807.425,665.538,646.724,487.946,0,0,0,640.87,658.908,440.254,687.755,611.331,418.401,602.087,625.777,69.126,0,0,0,548.934,587.299,44.1167,750.734,570.629,40.8616,0,0,0,722.885,643.38,26.1157,513.528,358.695,785.617,499.919,374.905,446.457,0,0,0,462.684,374.163,426.924,479.905,409.767,375.24,147.556,433.149,232.518,0,0,0,123.188,481.682,262.551,168.976,467.377,77.4019,0,0,0,128.191,409.705,105.503
0.7,585.293,648.15,955.283,404.809,582.176,964.789,402.428,501.556,962.522,561.975,404.995,946.609,544.079,713.639,810.01,656.011,648.629,487.219,0,0,0,630.755,660.688,440.187,677.086,613.09,417.247,586.18,626.147,69.2535,0,0,0,532.999,587.624,44.5497,734.828,571.077,40.895,0,0,0,706.918,643.886,26.0735,515.33,359.565,787.377,513.19,374.028,448.386,0,0,0,476.382,373.666,428.787,493.857,409.385,377.296,160.252,436.205,236.813,0,0,0,135.006,484.767,265.521,186.595,465.459,81.6516,0,0,0,145.77,408.293,110.628
0.71,584.801,648.945,957.565,404.521,582.761,967.713,402.152,502.111,964.855,561.552,405.593,948.709,541.472,714.674,812.258,645.8,650.016,486.607,0,0,0,619.993,661.788,440.076,665.727,614.388,416.403,570.467,626.471,69.4459,0,0,0,517.069,587.974,45.1536,719.04,571.651,40.9209,0,0,0,690.854,644.399,26.0028,517.17,360.452,789.483,526.411,373.479,451.011,0,0,0,489.842,373.713,431.162,507.934,409.503,379.776,175.058,438.43,238.467,0,0,0,148.215,487.111,266.156,207.614,463.799,84.0805,0,0,0,166.024,407.331,113.129
0.72,583.847,649.804,959.814,403.788,583.248,970.533,401.678,502.628,967.313,560.912,406.458,950.764,538.13,715.63,814.075,635.078,651.243,486.137,0,0,0,608.151,662.757,440.012,653.701,615.494,415.707,554.651,626.853,69.8637,0,0,0,501.132,588.05,45.7085,703.011,571.989,41.1368,0,0,0,674.799,644.799,25.9845,519.213,361.204,791.886,539.337,373.691,454.106,0,0,0,503.23,373.944,433.817,522.174,409.862,382.774,190.769,440.226,237.835,0,0,0,162.627,489.202,264.287,231.147,461.946,85.2545,0,0,0,187.435,406.826,113.707
0.73,582.72,650.966,962.05,402.994,583.495,973.283,401.367,502.99,969.908,561.216,407.737,953.76,534.374,716.372,815.534,623.938,652.167,485.771,0,0,0,595.93,663.231,439.926,641.378,616.205,415.08,538.951,627.129,70.314,0,0,0,485.27,588.194,46.595,687.066,572.436,41.2633,0,0,0,658.816,645.222,25.9988,521.441,361.956,794.403,552.034,373.767,457.735,0,0,0,516.573,374.396,436.589,536.497,410.216,386.217,207.356,441.848,235.163,0,0,0,178.022,491.162,260.045,256.244,460.502,85.0634,0,0,0,210.325,406.564,112.104
0.74,581.608,652.59,964.159,401.993,584.028,975.855,400.711,503.532,972.473,560.933,409.035,956.444,530.349,717.101,817.09,612.757,653.196,485.843,0,0,0,583.452,663.691,440.17,628.854,616.676,414.67,523.269,627.125,70.9723,0,0,0,469.593,588.061,47.5951,671.339,572.853,41.3876,0,0,0,642.792,645.53,26.0416,523.985,362.661,797.047,564.462,374.213,461.545,0,0,0,529.428,375.159,439.429,550.869,410.986,389.814,225.185,442.956,230.308,0,0,0,194.38,492.458,253.598,282.596,459.819,83.5101,0,0,0,235.598,406.809,108.215
